id,name,lastUpdateTime,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input
8130,几内亚,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,37358,0,36419,443,0,0.0
8131,卢旺达,2022-07-29 00:03:04,27.0,,0.0,0.0,,,,132198,0,45522,1466,0,0.0
80001,格林纳达,2020-06-15 00:00:31,,,,,,,,23,0,22,0,0,
8129,斯威士兰,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,73267,0,71825,1417,0,0.0
8145,坦桑尼亚,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,37510,0,0,841,0,0.0
8146,贝宁,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,27271,0,25506,163,0,0.0
8143,刚果（金）,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,92173,0,50930,1390,0,0.0
8144,中非共和国,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,14712,0,6859,113,0,0.0
8147,利比里亚,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,7508,0,5747,294,0,0.0
8148,索马里,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,26957,0,13182,1350,0,0.0
95123456,塞拉利昂,2022-07-29 00:03:05,2.0,,0.0,0.0,,,,7731,0,0,125,0,0.0
95XXXX,乍得,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,7432,0,4874,193,0,0.0
8152,赞比亚,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,329483,0,324039,4015,0,0.0
8151,巴巴多斯,2020-06-15 13:01:51,,,,,,,,96,0,83,7,0,
95mali,马里,2022-07-29 00:03:04,0.0,,1.0,0.0,,,,31217,0,30392,737,0,0.0
958888,阿根廷,2022-07-29 00:03:04,0.0,,4549.0,0.0,,,,9507562,0,9269597,129278,0,0.0
81113,法属波利尼西亚,2020-06-15 00:00:31,,,,,,,,60,0,60,0,0,
9584332,巴林,2022-07-29 00:03:04,622.0,,1148.0,2.0,,,,657669,0,649918,1509,0,0.0
8168,莫桑比克,2022-07-29 00:03:05,32.0,,89.0,0.0,,,,229443,0,226920,2215,0,0.0
95747,喀麦隆,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,120215,0,117791,1931,0,0.0
8165,乌干达,2022-07-29 00:03:05,38.0,,6.0,0.0,,,,169162,0,100431,3628,0,0.0
8166,厄立特里亚,2020-06-12 16:57:11,,,,,,,,41,0,39,0,0,
95983,刚果（布）,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,24604,0,20178,386,0,0.0
8162,津巴布韦,2022-07-29 08:23:13,21.0,,18.0,2.0,,,,256336,0,250270,5576,0,0.0
956475,丹麦,2022-07-29 00:03:05,1386.0,,1973.0,5.0,,,,3057742,0,3029714,6623,0,0.0
81344,阿鲁巴,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,42020,0,41440,224,0,0.0
95776,斐济,2022-07-29 00:03:05,63.0,,0.0,0.0,,,,67501,0,65007,870,0,0.0
8172,伯利兹,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,66857,0,65694,680,0,0.0
8173,缅甸,2022-07-29 00:03:04,11.0,,12.0,0.0,,,,613991,0,592848,19434,0,0.0
9568067,塞浦路斯,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,556048,0,124370,1099,0,0.0
81134,关岛,2020-06-14 00:00:31,,,,,,,,183,0,143,5,0,0.0
888779,科索沃,2020-06-15 10:21:59,,,,,,,,1326,0,921,31,0,0.0
95860612,圣皮埃尔岛和密克隆岛,2020-06-12 17:03:41,,,,,,,,1,0,1,0,0,0.0
95251456,吉尔吉斯斯坦,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,201329,0,196406,2991,0,0.0
8197,博茨瓦纳,2020-06-15 00:00:31,,0.0,,,0.0,,,60,0,24,1,0,
95309,尼日尔,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,9104,0,8628,311,0,0.0
95305,苏里南,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,80966,0,49597,1380,0,0.0
95306,佛得角,2022-07-29 00:03:04,19.0,,22.0,1.0,,,,62114,0,61543,410,0,0.0
95786,萨尔瓦多,2022-07-29 00:03:05,0.0,,0.0,2.0,,,,180970,0,165895,4192,0,0.0
95303,圭亚那,2020-06-15 13:51:31,,0.0,,,0.0,,,159,0,99,12,0,
95787,尼加拉瓜,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,18491,0,4225,225,0,0.0
95783,冈比亚,2020-06-15 00:00:31,,0.0,,,0.0,,,28,0,24,1,0,
9523416782,东帝汶,2020-06-12 16:58:23,,,,,,,,24,0,24,0,0,
950777,巴基斯坦,2022-07-29 00:03:04,620.0,,588.0,4.0,,,,1551871,0,1513737,30474,0,0.0
9577890,埃及,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,515645,0,442182,24613,0,0.0
9577665,科威特,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,653730,0,647555,2559,0,0.0
95903,斯洛伐克,2022-07-29 00:03:05,1119.0,,870.0,5.0,,,,1814507,0,1782665,20206,0,0.0
95904,直布罗陀,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,19902,0,16579,105,0,0.0
959333,摩纳哥,2020-06-16 00:00:31,,,,,,,,99,0,93,4,0,
9509765,巴拉圭,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,701060,0,662874,19147,0,0.0
856671,荷属安的列斯,2020-06-12 16:58:47,,,,,,,,22,0,15,1,0,
95711,多米尼克,2020-06-15 00:00:31,,,,,,,,18,0,16,0,0,
95703,乌兹别克斯坦,2022-07-29 00:03:04,68.0,,69.0,0.0,,,,242879,0,239869,1637,0,0.0
95293,黑山,2022-07-29 00:03:05,1002.0,,783.0,0.0,,,,255580,0,246344,2742,0,0.0
95294,危地马拉,2022-07-29 00:03:04,4914.0,,7732.0,19.0,,,,1027805,0,938182,18972,0,0.0
95290,加蓬,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,48417,0,47507,306,0,0.0
95291,苏丹,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,63006,0,0,4957,0,0.0
87435,利比亚,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,503611,0,490973,6431,0,0.0
95287,圣马丁岛,2020-06-15 14:48:56,,,,,,,,77,0,61,15,0,
95046,土耳其,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,15524071,0,15221506,99184,0,0.0
95047,巴布亚新几内亚,2020-06-12 17:02:54,,,,,,,,8,0,8,0,0,
95000011,多米尼加,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,626611,0,619988,4383,0,0.0
95076,约旦,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,1709879,0,1691909,14074,0,0.0
9532556,亚美尼亚,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,425365,0,412661,8633,0,0.0
811192,圣基茨和尼维斯,2020-06-12 17:01:29,,,,,,,,15,0,15,0,0,
89665,瓜德罗普,2020-06-15 13:49:44,,0.0,,,0.0,,,171,0,157,14,0,
94367,安提瓜和巴布达,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,8741,0,8573,144,0,0.0
95215,玻利维亚,2022-07-29 00:03:05,6333.0,,3158.0,7.0,,,,1014252,0,928044,22032,0,0.0
95693,哥伦比亚,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,6247634,0,6053853,140603,0,0.0
879903,圣文森特和格林纳丁斯,2020-06-12 16:57:52,,,,,,,,27,0,25,0,0,
84326,圣卢西亚,2020-06-12 16:59:25,,,,,,,,19,0,18,0,0,
10,法国,2022-07-29 00:03:04,58638.0,,161146.0,103.0,,,,33689657,0,31822928,151782,0,0.0
11,阿联酋,2022-07-29 00:03:05,1223.0,,1127.0,2.0,,,,986747,0,965955,2334,0,0.0
12,加拿大,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,4012359,0,3695850,43583,0,0.0
13,印度,2022-07-29 00:03:05,20557.0,,39958.0,44.0,,,,43959321,0,43286787,526211,0,0.0
14,英国,2022-07-29 00:03:04,13066.0,,24581.0,176.0,,,,23304479,0,22566588,183953,0,0.0
15,意大利,2022-07-29 00:23:05,64282.0,,79499.0,207.0,,,,20837678,0,19285667,171439,0,0.0
16,俄罗斯,2022-07-29 00:03:04,9027.0,,5115.0,36.0,,,,18554036,0,17953445,382272,0,0.0
17,菲律宾,2022-07-29 00:03:05,2727.0,,2615.0,0.0,,,,3760488,0,3672040,60694,0,0.0
18,芬兰,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,1171034,0,1140598,5012,0,0.0
19,尼泊尔,2022-07-29 00:03:04,418.0,,202.0,1.0,,,,984893,0,969004,11960,0,0.0
95682,葡萄牙,2022-07-29 00:03:04,4324.0,,10596.0,12.0,,,,5333656,0,5136186,24576,0,0.0
95200,也门,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,11849,0,9113,2149,0,0.0
954356,塞舌尔,2020-06-15 00:00:31,,,,,,,,11,0,11,0,0,
20,西班牙,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,13204863,0,12490889,110187,0,0.0
21,斯里兰卡,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,665094,0,647629,16544,0,0.0
9509,阿尔及利亚,2022-07-29 00:03:05,86.0,,54.0,0.0,,,,267096,0,179205,6876,0,0.0
22,柬埔寨,2022-07-29 00:03:04,20.0,,14.0,0.0,,,,136651,0,133435,3056,0,0.0
95239,海地,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,32223,0,29946,838,0,0.0
23,瑞典,2022-07-29 00:03:04,1144.0,,385.0,0.0,,,,2539715,0,2497887,19325,0,0.0
95237,特里尼达和多巴哥,2020-06-15 14:48:06,,0.0,,,0.0,,,123,0,109,8,0,
95jibuti,吉布提,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,15690,0,15427,189,0,0.0
9512314,圣多美与普林西比,2020-06-15 11:44:39,0.0,0.0,0.0,0.0,0.0,,0.0,659,0,176,12,0,0.0
953487,布基纳法索,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,21128,0,20439,387,0,0.0
954332,比利时,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,4398161,0,4189616,32179,0,0.0
9534324,伊拉克,2022-07-29 00:03:05,2661.0,,2646.0,7.0,,,,2438101,0,2378222,25304,0,0.0
95000111,马拉维,2022-07-29 00:03:04,37.0,,0.0,2.0,,,,87323,0,83705,2663,0,0.0
95010,冰岛,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,201648,0,0,179,0,0.0
95jnybs,几内亚比绍,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,8400,0,8151,171,0,0.0
953333666,拉脱维亚,2022-07-29 00:03:05,2111.0,,908.0,3.0,,,,858728,0,837164,5887,0,0.0
9512111,不丹,2020-06-15 14:49:07,,0.0,,,0.0,,,66,0,21,0,0,
957873,挪威,2022-07-29 00:03:04,231.0,,347.0,0.0,,,,1455162,0,1447481,3623,0,0.0
9524546,印度尼西亚,2022-07-29 00:03:05,6438.0,,3825.0,11.0,,,,6185311,0,5982347,156940,0,0.0
956789,安哥拉,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,102301,0,97149,1912,0,0.0
87656,开曼群岛,2020-06-15 13:46:13,,,,,,,,187,0,115,1,0,
95844,埃塞俄比亚,2022-07-29 00:03:05,62.0,,65.0,0.0,,,,491979,0,468923,7568,0,0.0
95879,梵蒂冈,2020-06-15 00:00:31,,,,,,,,12,0,12,0,0,
95632,科特迪瓦,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,85055,0,84073,810,0,0.0
95634,卡塔尔,2022-07-29 00:03:04,904.0,,1025.0,0.0,,,,405312,0,396890,680,0,0.0
95411,莱索托,2020-06-12 17:03:24,,,,,,,,4,0,2,0,0,
950611,格鲁吉亚,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,1675265,0,1637293,16854,0,0.0
96745,墨西哥,2022-07-29 00:03:04,30497.0,,30642.0,152.0,,,,6659038,0,5767724,327261,0,0.0
95891,圣马力诺,2022-07-29 00:03:05,51.0,,58.0,0.0,,,,19752,0,19244,118,0,0.0
95400,哈萨克斯坦,2022-07-29 00:03:05,2684.0,,1314.0,0.0,,,,1338090,0,1302400,13665,0,0.0
95643,安道尔,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,44671,0,43802,153,0,0.0
95886,牙买加,2022-07-29 08:23:13,49.0,,109.0,1.0,,,,145852,0,93451,3187,0,0.0
82333,格恩西岛,2020-06-15 13:26:03,,,,,,,,252,0,238,13,0,
95677,罗马尼亚,2022-07-29 00:03:04,9802.0,,4012.0,29.0,,,,3033866,0,2880280,65923,0,0.0
95436,阿曼,2022-07-29 00:03:04,0.0,,0.0,0.0,,,,395737,0,384669,4260,0,0.0
95672,列支敦士登,2020-06-15 14:25:46,,,,,,,,82,0,55,1,0,
9547021,马达加斯加,2022-07-29 00:03:05,0.0,,0.0,0.0,,,,66416,0,64591,1407,0,0.0
