id,name,lastUpdateTime,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input
95kml,科摩罗,2020-06-15 13:47:09,,,,,,,,176,0,114,2,0,
953333,阿富汗,2021-11-19 18:43:11,56.0,,1326.0,64.0,,,,156795,0,136076,7361,0,0.0
95888822,沙特阿拉伯,2021-11-19 10:43:02,38.0,,51.0,1.0,,,,549377,0,538463,8821,0,0.0
9511123,新西兰,2021-11-19 10:23:01,167.0,,26.0,0.0,,,,9452,0,5225,35,0,0.0
95333,塔吉克斯坦,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,17091,0,16965,124,0,0.0
83356,泽西岛,2020-06-15 13:25:33,,,,,,,,313,0,292,15,0,0.0
954467,叙利亚,2020-06-15 13:51:09,,0.0,,,0.0,,,177,0,74,6,0,
95327,巴拿马,2021-11-19 10:43:02,203.0,,0.0,1.0,,,,475369,0,465662,7350,0,0.0
95329,古巴,2021-11-19 10:23:02,316.0,,387.0,3.0,,,,959869,0,950105,8289,0,0.0
9511111,尼日利亚,2021-11-19 10:23:02,61.0,,47.0,0.0,,,,213464,0,206292,2973,0,0.0
95858585,摩洛哥,2021-11-19 10:23:02,94.0,,108.0,1.0,,,,948633,0,930602,14755,0,0.0
9500222,塞内加尔,2021-11-19 10:23:02,2.0,,2.0,0.0,,,,73962,0,72072,1883,0,0.0
95118,老挝,2020-06-15 14:24:59,,,,,,,,19,0,19,0,0,
95350,巴哈马,2021-11-19 10:43:02,11.0,,9.0,2.0,,,,22640,0,21556,671,0,0.0
84226,马约特岛,2021-11-19 10:23:02,0.0,,0.0,0.0,,,,20837,0,2964,185,0,0.0
954444,斯洛文尼亚,2021-11-19 18:23:14,3671.0,,4494.0,24.0,,,,391686,0,341237,5001,0,0.0
95103,卢森堡,2021-11-19 10:23:02,299.0,,93.0,3.0,,,,85660,0,81392,862,0,0.0
95106,爱尔兰,2021-11-19 10:43:01,4646.0,,2363.0,0.0,,,,515691,0,415030,5609,0,0.0
95102,厄瓜多尔,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,521792,0,443880,33088,0,0.0
957777,捷克,2021-11-19 15:33:08,14134.0,,338.0,76.0,,,,1944442,0,1740981,31831,0,0.0
9522222,匈牙利,2021-11-19 10:23:02,10767.0,,4881.0,131.0,,,,987199,0,833416,32645,0,0.0
8101,法属圭亚那,2021-11-19 10:43:01,35.0,,0.0,0.0,,,,45583,0,11254,322,0,0.0
8102,多哥共和国,2020-06-15 11:45:39,,,,,,,,530,0,291,13,0,0.0
8100,哥斯达黎加,2021-11-19 10:23:02,251.0,,532.0,7.0,,,,565347,0,535289,7248,0,0.0
8105,文莱,2021-11-19 10:23:02,21.0,,71.0,0.0,,,,14399,0,13857,96,0,0.0
8103,法罗群岛,2020-06-15 13:46:38,,,,,,,,187,0,187,0,0,0.0
8104,马提尼克岛,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,44318,0,104,700,0,0.0
95120,荷兰,2021-11-19 10:23:02,23591.0,,3851.0,34.0,,,,2378823,0,2036131,18863,0,0.0
951234567,巴西,2021-11-19 10:23:01,12301.0,,12097.0,279.0,,,,21989962,0,21206997,612177,0,0.0
8115,洪都拉斯,2021-11-19 10:43:02,52.0,,147.0,2.0,,,,377293,0,118848,10373,0,0.0
95394,乌拉圭,2021-11-19 10:43:02,175.0,,198.0,5.0,,,,397318,0,389244,6110,0,0.0
95390,秘鲁,2021-11-19 10:23:02,1370.0,,0.0,46.0,,,,2218202,0,1720665,200741,0,0.0
956666,智利,2021-11-19 10:43:02,2611.0,,922.0,33.0,,,,1735187,0,1634982,38049,0,0.0
95389,格陵兰,2021-11-19 10:23:02,21.0,,0.0,0.0,,,,1116,0,916,0,0,0.0
95382,圣巴托洛谬岛,2020-06-12 17:03:05,,,,,,,,6,0,6,0,0,
950101010,马尔代夫,2021-11-19 10:23:02,74.0,,184.0,0.0,,,,90340,0,88039,248,0,0.0
95384,委内瑞拉,2021-11-19 10:23:01,0.0,,0.0,0.0,,,,422229,0,408455,5049,0,0.0
8134,毛里塔尼亚,2021-11-19 10:23:02,82.0,,73.0,1.0,,,,38440,0,36806,812,0,0.0
8135,纳米比亚,2020-06-15 00:00:31,,,,,,,,31,0,17,0,0,
8132,法属留尼汪岛,2020-06-15 13:04:24,,,,,,,,487,0,447,1,0,0.0
8133,波多黎各,2020-06-13 11:26:34,0.0,0.0,0.0,0.0,0.0,,0.0,5536,0,0,146,0,0.0
95732,加纳,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,130727,0,128684,1207,0,0.0
8136,赤道几内亚,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,13519,0,13256,169,0,0.0
8130,几内亚,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,30715,0,29650,387,0,0.0
8131,卢旺达,2021-11-19 10:23:02,7.0,,0.0,1.0,,,,100190,0,45521,1339,0,0.0
80001,格林纳达,2020-06-15 00:00:31,,,,,,,,23,0,22,0,0,
8129,斯威士兰,2021-11-19 10:23:01,1.0,,3.0,2.0,,,,46485,0,45210,1248,0,0.0
8145,坦桑尼亚,2021-11-19 10:43:02,0.0,,0.0,0.0,,,,26227,0,0,727,0,0.0
8146,贝宁,2021-11-19 10:23:01,13.0,,0.0,0.0,,,,24846,0,24546,161,0,0.0
8143,刚果（金）,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,57803,0,50930,1099,0,0.0
8144,中非共和国,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,11666,0,6859,101,0,0.0
8147,利比里亚,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,5818,0,5523,287,0,0.0
8148,索马里,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,22837,0,11189,1313,0,0.0
95123456,塞拉利昂,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,6396,0,4393,121,0,0.0
95XXXX,乍得,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,5105,0,4874,175,0,0.0
8152,赞比亚,2021-11-19 10:23:02,16.0,,13.0,0.0,,,,210036,0,206263,3666,0,0.0
8151,巴巴多斯,2020-06-15 13:01:51,,,,,,,,96,0,83,7,0,
95mali,马里,2021-11-19 10:43:02,38.0,,7.0,0.0,,,,16796,0,14952,589,0,0.0
958888,阿根廷,2021-11-19 10:23:01,1755.0,,1676.0,28.0,,,,5312089,0,5177202,116341,0,0.0
81113,法属波利尼西亚,2020-06-15 00:00:31,,,,,,,,60,0,60,0,0,
9584332,巴林,2021-11-19 10:23:01,22.0,,16.0,0.0,,,,277304,0,275698,1393,0,0.0
8168,莫桑比克,2021-11-19 10:23:02,6.0,,0.0,0.0,,,,151472,0,149407,1936,0,0.0
95747,喀麦隆,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,106190,0,102716,1770,0,0.0
8165,乌干达,2021-11-19 10:23:02,27.0,,16.0,3.0,,,,127073,0,97109,3247,0,0.0
8166,厄立特里亚,2020-06-12 16:57:11,,,,,,,,41,0,39,0,0,
95983,刚果（布）,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,18539,0,12421,331,0,0.0
8162,津巴布韦,2021-11-19 10:23:02,36.0,,8.0,0.0,,,,133593,0,128379,4699,0,0.0
956475,丹麦,2021-11-19 10:23:02,4013.0,,2308.0,6.0,,,,438811,0,394029,2792,0,0.0
81344,阿鲁巴,2021-11-19 10:43:01,16.0,,14.0,0.0,,,,16149,0,15824,173,0,0.0
95776,斐济,2021-11-19 19:33:13,0.0,,163.0,0.0,,,,52443,0,50791,694,0,0.0
8172,伯利兹,2021-11-19 10:43:02,115.0,,174.0,2.0,,,,29501,0,27278,558,0,0.0
8173,缅甸,2021-11-19 10:43:02,587.0,,1108.0,14.0,,,,516146,0,488253,18989,0,0.0
9568067,塞浦路斯,2021-11-19 10:43:02,388.0,,0.0,1.0,,,,129158,0,122041,589,0,0.0
81134,关岛,2020-06-14 00:00:31,,,,,,,,183,0,143,5,0,0.0
888779,科索沃,2020-06-15 10:21:59,,,,,,,,1326,0,921,31,0,0.0
95860612,圣皮埃尔岛和密克隆岛,2020-06-12 17:03:41,,,,,,,,1,0,1,0,0,0.0
95251456,吉尔吉斯斯坦,2021-11-19 10:23:02,62.0,,92.0,3.0,,,,182667,0,177200,2715,0,0.0
8197,博茨瓦纳,2020-06-15 00:00:31,,0.0,,,0.0,,,60,0,24,1,0,
95309,尼日尔,2021-11-19 10:43:02,23.0,,18.0,1.0,,,,6773,0,6312,237,0,0.0
95305,苏里南,2021-11-19 10:23:02,60.0,,4.0,0.0,,,,50302,0,29537,1140,0,0.0
95306,佛得角,2021-11-19 10:43:01,4.0,,5.0,0.0,,,,38313,0,37896,350,0,0.0
95786,萨尔瓦多,2021-11-19 10:23:02,0.0,,0.0,3.0,,,,118041,0,101092,3741,0,0.0
95303,圭亚那,2020-06-15 13:51:31,,0.0,,,0.0,,,159,0,99,12,0,
95787,尼加拉瓜,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,17023,0,4225,208,0,0.0
95783,冈比亚,2020-06-15 00:00:31,,0.0,,,0.0,,,28,0,24,1,0,
9523416782,东帝汶,2020-06-12 16:58:23,,,,,,,,24,0,24,0,0,
950777,巴基斯坦,2021-11-19 10:43:01,460.0,,336.0,10.0,,,,1280822,0,1229683,28638,0,0.0
9577890,埃及,2021-11-19 10:23:02,911.0,,419.0,73.0,,,,347719,0,289952,19780,0,0.0
9577665,科威特,2021-11-19 10:23:02,22.0,,28.0,1.0,,,,413090,0,410360,2464,0,0.0
95903,斯洛伐克,2021-11-19 10:23:02,7616.0,,6670.0,38.0,,,,585824,0,486303,13725,0,0.0
95904,直布罗陀,2021-11-19 10:23:01,51.0,,0.0,0.0,,,,6780,0,6036,98,0,0.0
959333,摩纳哥,2020-06-16 00:00:31,,,,,,,,99,0,93,4,0,
9509765,巴拉圭,2021-11-19 10:43:02,37.0,,60.0,6.0,,,,462146,0,445200,16349,0,0.0
856671,荷属安的列斯,2020-06-12 16:58:47,,,,,,,,22,0,15,1,0,
95711,多米尼克,2020-06-15 00:00:31,,,,,,,,18,0,16,0,0,
95703,乌兹别克斯坦,2021-11-19 10:43:01,252.0,,297.0,3.0,,,,190584,0,187003,1367,0,0.0
95293,黑山,2021-11-19 10:23:02,409.0,,411.0,4.0,,,,153743,0,147142,2231,0,0.0
95294,危地马拉,2021-11-19 10:23:02,0.0,,0.0,0.0,,,,611374,0,593412,15775,0,0.0
95290,加蓬,2021-11-19 10:43:01,0.0,,0.0,0.0,,,,36943,0,30661,270,0,0.0
95291,苏丹,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,40238,0,32905,3099,0,0.0
87435,利比亚,2021-11-19 10:43:01,551.0,,1899.0,14.0,,,,366789,0,324510,5346,0,0.0
95287,圣马丁岛,2020-06-15 14:48:56,,,,,,,,77,0,61,15,0,
95046,土耳其,2021-11-19 10:43:01,22234.0,,29538.0,226.0,,,,8503220,0,7999745,74428,0,0.0
95047,巴布亚新几内亚,2020-06-12 17:02:54,,,,,,,,8,0,8,0,0,
95000011,多米尼加,2021-11-19 10:43:01,893.0,,375.0,4.0,,,,399773,0,390544,4182,0,0.0
95076,约旦,2021-11-19 10:23:01,3739.0,,1993.0,19.0,,,,905738,0,859195,11310,0,0.0
9532556,亚美尼亚,2021-11-19 10:23:02,1019.0,,1461.0,30.0,,,,331914,0,299953,7183,0,0.0
811192,圣基茨和尼维斯,2020-06-12 17:01:29,,,,,,,,15,0,15,0,0,
89665,瓜德罗普,2020-06-15 13:49:44,,0.0,,,0.0,,,171,0,157,14,0,
94367,安提瓜和巴布达,2021-11-19 10:23:02,0.0,,1.0,0.0,,,,4129,0,3961,108,0,0.0
95215,玻利维亚,2021-11-19 10:43:02,1119.0,,765.0,13.0,,,,526306,0,484911,19043,0,0.0
95693,哥伦比亚,2021-11-19 10:23:01,2121.0,,2688.0,51.0,,,,5040665,0,4882144,127963,0,0.0
879903,圣文森特和格林纳丁斯,2020-06-12 16:57:52,,,,,,,,27,0,25,0,0,
84326,圣卢西亚,2020-06-12 16:59:25,,,,,,,,19,0,18,0,0,
10,法国,2021-11-19 10:23:02,20366.0,,6383.0,52.0,,,,7351324,0,7034867,118373,0,0.0
11,阿联酋,2021-11-19 10:23:02,66.0,,83.0,0.0,,,,741214,0,735899,2144,0,0.0
12,加拿大,2021-11-19 10:43:02,2737.0,,2650.0,31.0,,,,1759560,0,1706554,29462,0,0.0
13,印度,2021-11-19 13:33:07,11106.0,,11242.0,459.0,,,,34489623,0,33885132,465082,0,0.0
14,英国,2021-11-19 10:23:01,46807.0,,33894.0,199.0,,,,9721916,0,7977881,143559,0,0.0
15,意大利,2021-11-19 10:23:02,10652.0,,5148.0,69.0,,,,4893887,0,4628340,133034,0,0.0
16,俄罗斯,2021-11-19 10:23:02,37374.0,,36414.0,1251.0,,,,9219912,0,7919250,260335,0,0.0
17,菲律宾,2021-11-19 16:33:08,1269.0,,1702.0,304.0,,,,2821725,0,2751919,46421,0,0.0
18,芬兰,2021-11-19 10:43:01,1259.0,,0.0,10.0,,,,173632,0,46000,1246,0,0.0
19,尼泊尔,2021-11-19 10:23:02,272.0,,260.0,6.0,,,,818307,0,799176,11489,0,0.0
95682,葡萄牙,2021-11-19 10:43:02,2398.0,,1051.0,12.0,,,,1115080,0,1055650,18295,0,0.0
95200,也门,2021-11-19 10:43:02,3.0,,32.0,5.0,,,,9950,0,6722,1934,0,0.0
954356,塞舌尔,2020-06-15 00:00:31,,,,,,,,11,0,11,0,0,
20,西班牙,2021-11-19 10:43:02,6315.0,,1467.0,29.0,,,,5074027,0,4899605,87804,0,0.0
21,斯里兰卡,2021-11-19 10:23:02,737.0,,372.0,15.0,,,,554459,0,525560,14072,0,0.0
9509,阿尔及利亚,2021-11-19 10:43:02,152.0,,86.0,4.0,,,,208532,0,143022,6009,0,0.0
22,柬埔寨,2021-11-19 10:43:01,54.0,,50.0,6.0,,,,119741,0,116122,2887,0,0.0
95239,海地,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,24710,0,20734,711,0,0.0
23,瑞典,2021-11-19 10:23:02,0.0,,827.0,0.0,,,,1187607,0,1149336,15077,0,0.0
95237,特里尼达和多巴哥,2020-06-15 14:48:06,,0.0,,,0.0,,,123,0,109,8,0,
95jibuti,吉布提,2021-11-19 10:43:02,0.0,,0.0,0.0,,,,13500,0,13285,186,0,0.0
9512314,圣多美与普林西比,2020-06-15 11:44:39,0.0,0.0,0.0,0.0,0.0,,0.0,659,0,176,12,0,0.0
953487,布基纳法索,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,15514,0,15009,265,0,0.0
954332,比利时,2021-11-19 10:23:02,18437.0,,2506.0,40.0,,,,1543299,0,1259068,26484,0,0.0
9534324,伊拉克,2021-11-19 10:23:02,789.0,,1347.0,27.0,,,,2072478,0,2030088,23607,0,0.0
95000111,马拉维,2021-11-19 10:23:02,4.0,,40.0,1.0,,,,61858,0,58746,2303,0,0.0
95010,冰岛,2021-11-19 10:43:02,130.0,,136.0,0.0,,,,16243,0,14432,34,0,0.0
95jnybs,几内亚比绍,2021-11-19 10:23:02,2.0,,25.0,0.0,,,,6434,0,6163,146,0,0.0
953333666,拉脱维亚,2021-11-19 10:43:02,1221.0,,2673.0,26.0,,,,244561,0,221159,3901,0,0.0
9512111,不丹,2020-06-15 14:49:07,,0.0,,,0.0,,,66,0,21,0,0,
957873,挪威,2021-11-19 10:43:01,2425.0,,0.0,1.0,,,,237739,0,88952,996,0,0.0
9524546,印度尼西亚,2021-11-19 10:23:02,400.0,,464.0,11.0,,,,4252345,0,4100321,143709,0,0.0
956789,安哥拉,2021-11-19 10:43:02,17.0,,215.0,0.0,,,,64985,0,63013,1729,0,0.0
87656,开曼群岛,2020-06-15 13:46:13,,,,,,,,187,0,115,1,0,
95844,埃塞俄比亚,2021-11-19 10:23:02,230.0,,168.0,8.0,,,,369667,0,346433,6655,0,0.0
95879,梵蒂冈,2020-06-15 00:00:31,,,,,,,,12,0,12,0,0,
95632,科特迪瓦,2021-11-19 10:23:01,17.0,,24.0,0.0,,,,61553,0,60499,702,0,0.0
95634,卡塔尔,2021-11-19 10:23:01,145.0,,88.0,0.0,,,,241672,0,239235,611,0,0.0
95411,莱索托,2020-06-12 17:03:24,,,,,,,,4,0,2,0,0,
950611,格鲁吉亚,2021-11-19 10:23:02,4446.0,,5320.0,77.0,,,,800293,0,737316,11289,0,0.0
96745,墨西哥,2021-11-19 10:23:02,3836.0,,2644.0,332.0,,,,3851079,0,3214630,291573,0,0.0
95891,圣马力诺,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,5654,0,5460,92,0,0.0
95400,哈萨克斯坦,2021-11-19 11:33:04,1083.0,,2029.0,23.0,,,,960609,0,921199,12497,0,0.0
95643,安道尔,2021-11-19 10:23:01,63.0,,20.0,0.0,,,,16035,0,15554,130,0,0.0
95886,牙买加,2021-11-19 10:43:02,97.0,,175.0,12.0,,,,90467,0,61313,2343,0,0.0
82333,格恩西岛,2020-06-15 13:26:03,,,,,,,,252,0,238,13,0,
95677,罗马尼亚,2021-11-19 10:23:02,3076.0,,6763.0,256.0,,,,1755179,0,1613583,54343,0,0.0
95436,阿曼,2021-11-19 10:23:02,13.0,,12.0,0.0,,,,304466,0,299884,4113,0,0.0
95672,列支敦士登,2020-06-15 14:25:46,,,,,,,,82,0,55,1,0,
9547021,马达加斯加,2021-11-19 00:04:49,0.0,,0.0,0.0,,,,43672,0,41322,964,0,0.0
