id,name,lastUpdateTime,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input
95732,加纳,2021-12-18 10:36:02,0.0,,0.0,0.0,,,,131911,0,129683,1255,0,0.0
8136,赤道几内亚,2021-12-18 10:36:02,1.0,,1.0,0.0,,,,13618,0,13407,175,0,0.0
8130,几内亚,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,30814,0,29776,388,0,0.0
8131,卢旺达,2021-12-18 10:36:03,153.0,,0.0,0.0,,,,101183,0,45522,1344,0,0.0
80001,格林纳达,2020-06-15 00:00:31,,,,,,,,23,0,22,0,0,
8129,斯威士兰,2021-12-18 10:46:03,1034.0,,507.0,3.0,,,,58876,0,47097,1258,0,0.0
8145,坦桑尼亚,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,26483,0,0,734,0,0.0
8146,贝宁,2021-12-18 10:46:03,0.0,,0.0,0.0,,,,24907,0,24705,161,0,0.0
8143,刚果（金）,2021-12-18 10:36:03,1060.0,,0.0,0.0,,,,64448,0,50930,1126,0,0.0
8144,中非共和国,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,11961,0,6859,101,0,0.0
8147,利比里亚,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,5844,0,5535,287,0,0.0
8148,索马里,2021-12-18 10:36:02,95.0,,86.0,0.0,,,,23169,0,12903,1333,0,0.0
95123456,塞拉利昂,2021-12-18 10:46:03,18.0,,0.0,0.0,,,,6452,0,0,121,0,0.0
95XXXX,乍得,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,5701,0,4874,181,0,0.0
8152,赞比亚,2021-12-18 10:36:03,1294.0,,77.0,1.0,,,,214433,0,206877,3674,0,0.0
8151,巴巴多斯,2020-06-15 13:01:51,,,,,,,,96,0,83,7,0,
95mali,马里,2021-12-18 10:36:03,126.0,,123.0,3.0,,,,19064,0,15729,637,0,0.0
958888,阿根廷,2021-12-18 10:36:02,5648.0,,3100.0,18.0,,,,5382290,0,5228552,116892,0,0.0
81113,法属波利尼西亚,2020-06-15 00:00:31,,,,,,,,60,0,60,0,0,
9584332,巴林,2021-12-18 10:46:03,52.0,,36.0,0.0,,,,278309,0,276494,1394,0,0.0
8168,莫桑比克,2021-12-18 10:36:03,1382.0,,33.0,0.0,,,,158111,0,150239,1948,0,0.0
95747,喀麦隆,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,107662,0,105307,1836,0,0.0
8165,乌干达,2021-12-18 10:36:03,209.0,,22.0,1.0,,,,128509,0,97949,3272,0,0.0
8166,厄立特里亚,2020-06-12 16:57:11,,,,,,,,41,0,39,0,0,
95983,刚果（布）,2021-12-18 10:26:02,0.0,,0.0,0.0,,,,19179,0,12421,365,0,0.0
8162,津巴布韦,2021-12-18 10:46:03,3263.0,,1944.0,8.0,,,,189567,0,134081,4779,0,0.0
956475,丹麦,2021-12-18 10:46:03,11194.0,,4547.0,3.0,,,,600468,0,498709,3054,0,0.0
81344,阿鲁巴,2021-12-18 10:36:02,35.0,,17.0,2.0,,,,16751,0,16324,180,0,0.0
95776,斐济,2021-12-18 10:36:03,12.0,,9.0,0.0,,,,52623,0,51196,697,0,0.0
8172,伯利兹,2021-12-18 10:36:03,29.0,,88.0,0.0,,,,31246,0,30110,589,0,0.0
8173,缅甸,2021-12-18 10:26:02,217.0,,374.0,7.0,,,,527931,0,504856,19208,0,0.0
9568067,塞浦路斯,2021-12-18 10:46:03,695.0,,0.0,1.0,,,,144205,0,124370,617,0,0.0
81134,关岛,2020-06-14 00:00:31,,,,,,,,183,0,143,5,0,0.0
888779,科索沃,2020-06-15 10:21:59,,,,,,,,1326,0,921,31,0,0.0
95860612,圣皮埃尔岛和密克隆岛,2020-06-12 17:03:41,,,,,,,,1,0,1,0,0,0.0
95251456,吉尔吉斯斯坦,2021-12-18 10:36:03,29.0,,39.0,2.0,,,,184123,0,179205,2779,0,0.0
8197,博茨瓦纳,2020-06-15 00:00:31,,0.0,,,0.0,,,60,0,24,1,0,
95309,尼日尔,2021-12-18 10:46:03,0.0,,0.0,0.0,,,,7185,0,6879,271,0,0.0
95305,苏里南,2021-12-18 10:26:02,38.0,,1.0,1.0,,,,51361,0,48874,1180,0,0.0
95306,佛得角,2021-12-18 10:36:02,16.0,,8.0,0.0,,,,38557,0,38100,351,0,0.0
95786,萨尔瓦多,2021-12-18 10:36:03,53.0,,396.0,1.0,,,,121437,0,105385,3803,0,0.0
95303,圭亚那,2020-06-15 13:51:31,,0.0,,,0.0,,,159,0,99,12,0,
95787,尼加拉瓜,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,17391,0,4225,210,0,0.0
95783,冈比亚,2020-06-15 00:00:31,,0.0,,,0.0,,,28,0,24,1,0,
9523416782,东帝汶,2020-06-12 16:58:23,,,,,,,,24,0,24,0,0,
950777,巴基斯坦,2021-12-18 10:36:02,277.0,,243.0,14.0,,,,1290491,0,1252157,28863,0,0.0
9577890,埃及,2021-12-18 10:26:02,910.0,,700.0,43.0,,,,373509,0,310749,21277,0,0.0
9577665,科威特,2021-12-18 10:46:03,81.0,,30.0,0.0,,,,413972,0,411030,2466,0,0.0
95903,斯洛伐克,2021-12-18 10:26:02,4497.0,,15169.0,113.0,,,,798663,0,697019,15843,0,0.0
95904,直布罗陀,2021-12-18 10:36:02,47.0,,5.0,0.0,,,,7730,0,7273,100,0,0.0
959333,摩纳哥,2020-06-16 00:00:31,,,,,,,,99,0,93,4,0,
9509765,巴拉圭,2021-12-18 10:26:02,80.0,,63.0,5.0,,,,464176,0,446885,16528,0,0.0
856671,荷属安的列斯,2020-06-12 16:58:47,,,,,,,,22,0,15,1,0,
95711,多米尼克,2020-06-15 00:00:31,,,,,,,,18,0,16,0,0,
95703,乌兹别克斯坦,2021-12-18 10:36:02,217.0,,201.0,4.0,,,,196739,0,193478,1453,0,0.0
95293,黑山,2021-12-18 10:26:02,198.0,,224.0,5.0,,,,160655,0,156302,2372,0,0.0
95294,危地马拉,2021-12-18 10:36:03,254.0,,260.0,4.0,,,,623449,0,606638,16065,0,0.0
95290,加蓬,2021-12-18 10:36:02,62.0,,398.0,0.0,,,,37743,0,35488,285,0,0.0
95291,苏丹,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,45112,0,36009,3252,0,0.0
87435,利比亚,2021-12-18 10:36:02,559.0,,918.0,6.0,,,,381023,0,368854,5589,0,0.0
95287,圣马丁岛,2020-06-15 14:48:56,,,,,,,,77,0,61,15,0,
95046,土耳其,2021-12-18 10:36:02,18141.0,,24245.0,190.0,,,,9136565,0,8737174,80053,0,0.0
95047,巴布亚新几内亚,2020-06-12 17:02:54,,,,,,,,8,0,8,0,0,
95000011,多米尼加,2021-12-18 10:36:02,252.0,,339.0,2.0,,,,411266,0,405494,4222,0,0.0
95076,约旦,2021-12-18 10:36:02,3705.0,,4737.0,33.0,,,,1031549,0,956274,12151,0,0.0
9532556,亚美尼亚,2021-12-18 10:36:03,193.0,,510.0,11.0,,,,343350,0,327539,7885,0,0.0
811192,圣基茨和尼维斯,2020-06-12 17:01:29,,,,,,,,15,0,15,0,0,
89665,瓜德罗普,2020-06-15 13:49:44,,0.0,,,0.0,,,171,0,157,14,0,
94367,安提瓜和巴布达,2021-12-18 10:26:02,8.0,,3.0,0.0,,,,4186,0,4036,117,0,0.0
95215,玻利维亚,2021-12-18 10:36:03,2119.0,,1351.0,19.0,,,,560684,0,508522,19391,0,0.0
95693,哥伦比亚,2021-12-18 10:36:02,1803.0,,1573.0,50.0,,,,5103269,0,4943964,129345,0,0.0
879903,圣文森特和格林纳丁斯,2020-06-12 16:57:52,,,,,,,,27,0,25,0,0,
84326,圣卢西亚,2020-06-12 16:59:25,,,,,,,,19,0,18,0,0,
10,法国,2021-12-18 10:36:03,58128.0,,37030.0,162.0,,,,8518840,0,7467229,121333,0,0.0
11,阿联酋,2021-12-18 10:36:03,234.0,,127.0,0.0,,,,743586,0,738387,2151,0,0.0
12,加拿大,2021-12-18 10:26:02,8908.0,,4143.0,20.0,,,,1866907,0,1788221,30032,0,0.0
13,印度,2021-12-18 13:26:08,7145.0,,7886.0,289.0,,,,34733194,0,34162765,477158,0,0.0
14,英国,2021-12-18 10:36:02,93045.0,,39284.0,111.0,,,,11190354,0,9697659,147048,0,0.0
15,意大利,2021-12-18 10:26:02,28632.0,,14457.0,120.0,,,,5336795,0,4869406,135421,0,0.0
16,俄罗斯,2021-12-18 10:36:03,27743.0,,37437.0,1080.0,,,,10159389,0,8914225,295104,0,0.0
17,菲律宾,2021-12-18 10:46:03,582.0,,494.0,74.0,,,,2837464,0,2776727,50570,0,0.0
18,芬兰,2021-12-18 10:46:03,2079.0,,0.0,0.0,,,,213318,0,46000,1446,0,0.0
19,尼泊尔,2021-12-18 10:46:03,269.0,,270.0,3.0,,,,825445,0,808353,11570,0,0.0
95682,葡萄牙,2021-12-18 10:36:03,4644.0,,3886.0,24.0,,,,1215774,0,1126627,18741,0,0.0
95200,也门,2021-12-18 10:36:03,6.0,,2.0,1.0,,,,10092,0,6960,1974,0,0.0
954356,塞舌尔,2020-06-15 00:00:31,,,,,,,,11,0,11,0,0,
20,西班牙,2021-12-18 10:26:02,33359.0,,3218.0,41.0,,,,5455527,0,4968287,88708,0,0.0
21,斯里兰卡,2021-12-18 10:36:03,715.0,,341.0,22.0,,,,578439,0,546839,14720,0,0.0
9509,阿尔及利亚,2021-12-18 10:46:03,299.0,,194.0,4.0,,,,214044,0,147263,6175,0,0.0
22,柬埔寨,2021-12-18 10:46:03,8.0,,12.0,3.0,,,,120405,0,116771,3001,0,0.0
95239,海地,2021-12-18 10:36:02,0.0,,0.0,0.0,,,,25907,0,22583,765,0,0.0
23,瑞典,2021-12-18 10:26:02,0.0,,1206.0,0.0,,,,1250885,0,1172371,15197,0,0.0
95237,特里尼达和多巴哥,2020-06-15 14:48:06,,0.0,,,0.0,,,123,0,109,8,0,
95jibuti,吉布提,2021-12-18 10:46:03,1.0,,0.0,0.0,,,,13527,0,13304,189,0,0.0
9512314,圣多美与普林西比,2020-06-15 11:44:39,0.0,0.0,0.0,0.0,0.0,,0.0,659,0,176,12,0,0.0
953487,布基纳法索,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,16672,0,15926,296,0,0.0
954332,比利时,2021-12-18 13:26:07,10040.0,,9377.0,34.0,,,,1990160,0,1487522,27763,0,0.0
9534324,伊拉克,2021-12-18 10:36:03,357.0,,688.0,12.0,,,,2090026,0,2058994,24042,0,0.0
95000111,马拉维,2021-12-18 10:36:03,536.0,,35.0,0.0,,,,63944,0,59075,2311,0,0.0
95010,冰岛,2021-12-18 10:36:03,188.0,,114.0,0.0,,,,20232,0,18644,36,0,0.0
95jnybs,几内亚比绍,2021-12-18 10:36:03,0.0,,0.0,0.0,,,,6455,0,6287,149,0,0.0
953333666,拉脱维亚,2021-12-18 10:36:03,841.0,,1400.0,11.0,,,,265806,0,251877,4430,0,0.0
9512111,不丹,2020-06-15 14:49:07,,0.0,,,0.0,,,66,0,21,0,0,
957873,挪威,2021-12-18 10:36:02,4689.0,,0.0,2.0,,,,343697,0,88952,1204,0,0.0
9524546,印度尼西亚,2021-12-18 10:46:03,291.0,,205.0,7.0,,,,4260148,0,4111250,143986,0,0.0
956789,安哥拉,2021-12-18 10:26:02,112.0,,56.0,1.0,,,,65760,0,63691,1738,0,0.0
87656,开曼群岛,2020-06-15 13:46:13,,,,,,,,187,0,115,1,0,
95844,埃塞俄比亚,2021-12-18 10:36:03,617.0,,80.0,4.0,,,,375019,0,350777,6859,0,0.0
95879,梵蒂冈,2020-06-15 00:00:31,,,,,,,,12,0,12,0,0,
95632,科特迪瓦,2021-12-18 10:36:02,34.0,,26.0,0.0,,,,62032,0,61070,706,0,0.0
95634,卡塔尔,2021-12-18 10:26:02,164.0,,238.0,0.0,,,,246188,0,243218,614,0,0.0
95411,莱索托,2020-06-12 17:03:24,,,,,,,,4,0,2,0,0,
950611,格鲁吉亚,2021-12-18 10:46:03,2979.0,,3470.0,53.0,,,,904181,0,852560,12971,0,0.0
96745,墨西哥,2021-12-18 10:36:03,2627.0,,2041.0,169.0,,,,3927265,0,3281944,297356,0,0.0
95891,圣马力诺,2021-12-18 10:26:02,407.0,,181.0,1.0,,,,7007,0,6159,95,0,0.0
95400,哈萨克斯坦,2021-12-18 10:26:02,546.0,,577.0,7.0,,,,981981,0,951686,12903,0,0.0
95643,安道尔,2021-12-18 10:36:02,0.0,,0.0,0.0,,,,20549,0,18285,134,0,0.0
95886,牙买加,2021-12-18 10:46:03,45.0,,37.0,8.0,,,,91972,0,63661,2441,0,0.0
82333,格恩西岛,2020-06-15 13:26:03,,,,,,,,252,0,238,13,0,
95677,罗马尼亚,2021-12-18 10:26:02,743.0,,1344.0,40.0,,,,1796973,0,1723129,58079,0,0.0
95436,阿曼,2021-12-18 10:36:02,0.0,,0.0,0.0,,,,304783,0,300122,4113,0,0.0
95672,列支敦士登,2020-06-15 14:25:46,,,,,,,,82,0,55,1,0,
9547021,马达加斯加,2021-12-18 00:00:49,0.0,,0.0,0.0,,,,45794,0,43393,980,0,0.0
